_N,Country,Level,Year,Start_date,End_date,Subgroup_of_Hazards,Main_Type_of_Hazard,Hazard,Health_consequences,Scale,Geographical_Area,Exposure,Frequency,Seasonality,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Likelihood,Severity,Vulnerability,Vulnerability_Details,Coping_capacity,Coping_capacity_details,Governance_and_Resouces,Health_Sector_Capacity,Non_Health_Sector_Capcity,Commuty_Capacity,Resources,Impact,Confidence_level,Risk_level,Risk_level_Number,Status
8,Cameroon,National,2023,4/10/2023,4/14/2023,Animal-human contact (Zoonosis),Biological,Yellow Fever,"Immédiates:flambées épidémiques, morbidité: 38 cas confirmés par séro neutralisation ou PCR, 1766 cas suspects investigués, Mortalité infantile élevée, propagation rapideSécondaire:",Nationale,"Tout le pays (Adamaoua, Cente, Est, Extrême-nord, Littoral, Nord, Nord-Ouest, Ouest,  Sud, Sud-Ouest)","Toute la population (28 000 000), baisse de l'immunité collective constatée par le PEV en 2021, prolifération du vecteur à cause des changements climatiques, couverture vaccinale de routine en deça de 80%",Pérenne,Non,,,,,,,,,,,,,Presque certain,Moderée,Forte,"pays endémique, envirronnement propice à la prolifération des vecteurs; faible coordination transfrontalière entre les pays ;abscence d'une ligne budgetaire avec des mecanises de decaissements claire pour la gestion des urgences",Faible,,"plan d'élimination fièvre jaune au cameroun, plan de préparation et de réponse disponible, collaboration multisectorielle bonne, équipes d'investigation capacitées SIMR disponible et fonctionnelle;","contrôle systématique des cartes de vaccination aux PSF, vaccination de routine effective, centre vaccination internatiaux (CVI ) fonctionnels, mécanismes d'ivestigation des cas en place, recherche entomologique faites",programme de lutte antivectoriel fonctionnel,"participation communautaire à la surveillance et riposte, SFE",,Grave,Très satisfaisant,Very high,5,1
8,Cameroon,National,2023,4/10/2023,4/14/2023,Airborne/Droplets diseases,Airborne/Droplets diseases,Meningitis,"Immédiates: flambées épidémiques, morbidité: 1473 cas suspects investigués en 2022, létalité élévée (49 décès en 2022), Sécondaires: importantes séquelles(séquelles neurologique, pertes auditives, faibleese des membres, troubles vision parole, mémoire et language), amputation des membres",Sous-National,"Extrême nord, Nord, Adamaoua, Est, Nord ouest","Personnes vivantes dans les régions appartenant à la ceinture méningique, Personne immuno dépriméé: 13 308 185",Pérenne,Oui,4,3,2,3,4,4,3,2,1,2,3,4,Presque certain,Moderée,Forte," population à risque enfants de - de 5ans , Régions dans la ceinture méningique (extrême nord, nord, adamaoua, est et nord ouest) vaccins non intégré au PEV de routine, faible revenu des ménages, assurance maladie insuffisante , vaccin recommandé rare et inacessible, coût élévé du vaccin, laboratoire de référence éloignés des zones à risque, plusieurs pays voisins en épidémie; abscence d'une ligne budgetaire avec des mecanises de decaissements claire pour la gestion des urgences",Faible,,"plan national de préparation et réponse aux épidémies de méningite disponible, coordination multisectorielle effective, SIMR disponible et fonctionnelle;","prise en charge adéquate des cas, surveillance et gestion des données, 03 laboratoires de référence pour le diagnostique (centre pasteur, CLNS , fondation chantale biya mer et enfant)",mise en place et diffusion des méthodes visant à prévenir la méningite,"existance des relais communautaires, activités régulière de CREC pour la détection et la prévention de la méningite ",,Grave,Satisfaisant,Very high,5,1
8,Cameroon,National,2023,4/10/2023,4/14/2023,Faeco-oral diseases,Biological,Collective Food poisoning,"Immédiates: Propagation Rapide des cas,  Sécondaire: Perturbations du système de santé ",Nationale,"Tout le pays (Adamaoua, Cente, Est, Extrême-nord, Littoral, Nord, Nord-Ouest, Ouest,  Sud, Sud-Ouest)", 1/6 Population éxposée = 4 666 666  Personnes,Pérenne,Oui,2,3,4,3,3,4,4,4,3,2,3,4,Probable,Faible,Faible,"absence d'un centre national anti poison, absence d'un sytème fiable de collecte des données, réseau INFOSAN pas très opérationel, manque de SOP de surveillance des intoxications, la collecte et le traitement des données, faibles mécanismes de contrôle des produits alimentaires, abscence d'une ligne budgetaire avec des mecanises de decaissements claire pour la gestion des urgences",Forte,,"loi cadre sur la sécurité sanitaire des aliments votées à l'assemblée, point focal national INFOSAN à L'ANOR, PANSS élaboré et en cours de mise en eouvre, SIMR disponible et fonctionnelle;","prise en charge adéquate des cas, ressources humaines compétentes disponibles, pathologie prise en compte dans le guide SIMR, la SFE arrive à capter des événements","Certaines données disponibles dans les services de sécurité, abondante communication par les réseaux sociaux ",existance des relais communautaires,,Mineur,Insatisfaisant,Low,2,1
8,Cameroon,National,2023,4/10/2023,4/14/2023,Airborne/Droplets diseases,Airborne/Droplets diseases,Avian influenza,"Conséquences immédiates:  Détresse respiratoire, décès ,  choc septique, pneumonie grave, propagation rapide pouvant entrainer une pandémie. Conséquences secondaires:  pneumonie chronique, troubles psychologiques, perturbation des services de santé, mutations virales, pertes socio-économiques avec mauvaise qualité des soins et baisse de la fréquentation des hopitaux.",Sous-National,"Centre, Ouest, Sud, Adamaoua, Extreme-Nord, Nord","Acteurs de la chaine de valeur avicole (fermiers, transporteurs, commercants, plumeurs, captureurs, consommateurs, restaurateurs…). Rajouter les informations socio-démographiques (sexe, age... les plus à risque)  ",Aléatoire,Non,,,,,,,,,,,,,Très peu probable,Moderée,Partielle,"Le Cameroun est un hot spot pour l'émergence des maladies zoonotiques, insuffisance de formation des fermiers sur la biosécurité, personnel de santé pas suffisamment formé sur la prise en charge des cas humains, insuffisance des fonds pour la gestion des cas, lenteurs dans le décaissement des fonds, la mauvaise gestion des déchets d'élevage",Partielle,,"Existence du Programme National de Prévention et de Lutte contre les Zoonoses Emergentes et Réémergentes (PNPLZER), Existence de la Stratégie Nationale ""Une Santé"", existence du CCOUSP. Elaboration des plans de lutte et POS, existence d'un cadre juridique favorable, existence du point focal national RSI (2005), existence du plan multirisque, personnel formé à la gestion des cas, existence d'un fond dédié à la gestion des épidémies, réalisation des exercices de simulation grandeur nature et sur table, existence du plan national multirisque, appui des partenaires techniques et financiers pour la mise en oeuvre des activités, ","existence des formations sanitaires à tous les niveaux, disponibilité des laboratoires de diagnostic, existence d'un plateau technique, formation/renforcement des capacités des personnels de santé à la prise en charge des cas","L'existence d'une filière avicole organisée; existence des marchés de volailles ou est régulièrement pratiquée l'inspection sanitaire vétérinaire; le MINEPIA est en charge de la surveillance des fermes et marchés de volailles; le MINFOF assure le suivi des oiseaux migrateurs à travers les écogardes, formation/renforcement en continu des capacités des personnels vétérinaires et de la faune; le cadre réglementaire favorise la prise de décision à plusieurs niveaux; en cas d'épizootie, les FMO arrurent la sécurité des acteurs de terrain;",Existence de la surveillance fondée sur les événements (SFE/SBC);,,Modéré,Satisfaisant,Very low,1,1
8,Cameroon,National,2023,4/10/2023,4/14/2023,Animal-human contact (Zoonosis),Biological,Rabies,"Conséquences immédiates: photophobie, détresse respiratoire, contracture musculaire soudaine, 99,99 % décès. Conséquences secondaires: troubles psychologiques de la famille, de l'entourage et du personnel soignant.",Nationale,"Tout le pays (Adamaoua, Cente, Est, Extrême-nord, Littoral, Nord, Nord-Ouest, Ouest,  Sud, Sud-Ouest)","20000000 (les plus exposés sont: enfants, propriétaires, laborantins, vétérinaires, écogardes…)",Aléatoire,Non,,,,,,,,,,,,,Probable,Très elevée,Forte,"Le Cameroun est un hot spot pour l'émergence des maladies zoonotiques, Non effectivité de CSU, cout élevé de la prise en charge post exposition, non vaccination du personnel à risque, méconnaissance de la taille de la population canine, la consommation de viande de chien est un phénomène culturel dans certaines localités du pays",Partielle,,"Existence du Programme National de Prévention et de Lutte contre les Zoonoses Emergentes et Réémergentes (PNPLZER), Existence de la Stratégie Nationale ""Une Santé"",  Elaboration des plans de lutte et POS, existence d'un cadre juridique favorable, existence du point focal national RSI (2005), existence du plan national multirisque, appui des partenaires techniques et financiers pour la mise en oeuvre des activités","existence des formations sanitaires à tous les niveaux, disponibilité de quelques laboratoires de diagnostic (LANAVET, CPC), vaccination des chiens chaque année par les services vétérinaires",Campagne de sensibilisation multisectorielle,Existence de la surveillance fondée sur les événements (SFE/SBC);,,Grave,Satisfaisant,High,4,1
8,Cameroon,National,2023,4/10/2023,4/14/2023,Animal-human contact (Zoonosis),Biological,Monkeypox,"Conséquences immédiates:  morbidité, forte contagiosité, surinfection des lésions cutanées, décès. Conséquences secondaires: stigmatisation, pertes socio-économiques avec mauvaise qualité des soins et baisse de la fréquentation des hopitaux.",Sous-National,"Centre, Sud, Sud-Ouest, Nord-Ouest, Littoral","Chasseurs, écogardes, commercants, populations riveraines",Récurrente,Non,,,,,,,,,,,,,Très probable,Elevée,Partielle,"Le Cameroun est un hot spot pour l'émergence des maladies zoonotiques, Non effectivité de CSU,  personnel de santé pas suffisamment formé sur la prise en charge des cas humains, absence des fonds pour la prise en charge,  existence d'une faune sauvage assez grande et diversifiée, la consommation de viande de brousse est un phénomène culturel dans certaines localités du pays",Faible,,"Existence du Programme National de Prévention et de Lutte contre les Zoonoses Emergentes et Réémergentes (PNPLZER), Existence de la Stratégie Nationale ""Une Santé"",  élaboration et validation des plans stratégique et opérationnel, ainsi que des POS, formation des acteurs à la mise en oeuvre desdits plans, existence d'un cadre juridique favorable, existence du point focal national RSI (2005), existence du plan national multirisque, appui des partenaires techniques et financiers pour la mise en oeuvre des activités","existence des formations sanitaires à tous les niveaux, disponibilité des laboratoires de diagnostic (LANAVET, CPC, LNSP, CRESAR, CREMER), existence d'un plateau technique, existence d'un laboratoire dans un parc national, formation/renforcement en continu des capacités des personnels de santé à la prise en charge des cas, exercisse de simulation, capacité à mobiliser les équipes d'intervention rapide","Capacités d'analyses et de capture des rongeurs, developpement des outils de sensibilisation,",Existence de la surveillance fondée sur les événements (SFE/SBC); Immunisation d'une partie de la population (+50ans) contre la variole humaine.,,Grave,Très satisfaisant,High,4,1
8,Cameroon,National,2023,4/10/2023,4/14/2023,Animal-human contact (Zoonosis),Biological,Lassa Fever,"Conséquences immédiates: propagation rapide pouvant entrainer une pandémie, interruption de la circulation des biens et des personnes, forte contagiosité, décès, avortements. Conséquences secondaires: stigmatisation, perturbation des services de santé, destruction du tissu social, pertes socio-économiques avec augmentation de la malnutrition, famine, baisse du taux de fréquentation des hopitaux et aggravation des maladies chroniques pouvant conduire à la mort.",Nationale,"Tout le pays (Adamaoua, Cente, Est, Extrême-nord, Littoral, Nord, Nord-Ouest, Ouest,  Sud, Sud-Ouest)",27744989. La population n'est pas immunisée et la contagiosité élevée,Aléatoire,Non,,,,,,,,,,,,,Très probable,Très elevée,Très forte,"Le Cameroun est un hot spot pour l'émergence des maladies zoonotiques, Non effectivité de CSU, insuffisance de formation des prestataires de soin sur la biosécurité,  insuffisance des fonds pour la gestion des cas, inexperience dans la gestion, le pays qui est frontalier au Nigeria d'où la maladie est endemique, existence d'une faune sauvage assez grande et diversifiée, la consommation de viande de brousse est un phénomène culturel dans certaines localités du pays",Forte,,"Existence du Programme National de Prévention et de Lutte contre les Zoonoses Emergentes et Réémergentes (PNPLZER), Existence de la Stratégie Nationale ""Une Santé"",  Elaboration d'un plan de gestion des Fièvres Hémorrhagiques, existence d'un cadre juridique favorable, existence du point focal national RSI (2005), existence du plan national multirisque, appui des partenaires techniques et financiers pour la mise en oeuvre des activités","existence des formations sanitaires à tous les niveaux, disponibilité des laboratoires de diagnostic (LANAVET, CPC, CRESAR, CREMER), formation/renforcement en continu des capacités des personnels de santé à la prise en charge des cas, identification des salles d'isolements, pas de vaccins,","Capacités d'analyses et de capture des rongeurs, developpement des outils de sensibilisation,",Existence de la surveillance fondée sur les événements (SFE/SBC);,,Grave,Très satisfaisant,High,4,1
8,Cameroon,National,2023,4/10/2023,4/14/2023,Animal-human contact (Zoonosis),Biological,Ebola Virus Disease,"Conséquences immédiates: propagation rapide pouvant entrainer une pandémie, interruption de la circulation des biens et des personnes, forte contagiosité, décès. Conséquences secondaires: stigmatisation, perturbation des services de santé essentiels, destruction du tissu social, famine,  baisse de la couverture vaccinale avec émergence des autres épidémies, baisse de la prise en compte des autres pathologies, agressivité de la population, atteinte aux valeurs culturelles avec propagation du virus au sein de la population, pertes socio-économiques avec augmentation de la malnutrition, baisse du taux de fréquentation des hopitaux et aggravation des maladies chroniques pouvant conduire à la mort.",Nationale,"Tout le pays (Adamaoua, Cente, Est, Extrême-nord, Littoral, Nord, Nord-Ouest, Ouest,  Sud, Sud-Ouest)",27744989. La population n'est pas immunisée et la contagiosité élevée,Aléatoire,Non,,,,,,,,,,,,,Probable,Très elevée,Forte,"Le Cameroun est un hot spot pour l'émergence des maladies zoonotiques, Non effectivité de CSU, insuffisance de formation des prestataires de soin sur la biosécurité,  insuffisance des fonds pour la gestion des cas, inexperience dans la gestion, le pays qui est frontalier au Nigeria d'où la maladie est endemique, absence de laboratoire de niveau P4 pour le diagnostic et isolement du virus, existence d'une faune sauvage assez grande et diversifiée, la consommation de viande de brousse est un phénomène culturel dans certaines localités du pays",Forte,,"Existence du Programme National de Prévention et de Lutte contre les Zoonoses Emergentes et Réémergentes (PNPLZER), Existence de la Stratégie Nationale ""Une Santé"",  Elaboration d'un plan de gestion des Fièvres Hémorrhagiques, existence d'un cadre juridique favorable, existence du point focal national RSI (2005), existence du plan national multirisque, appui des partenaires techniques et financiers pour la mise en oeuvre des activités","existence des formations sanitaires à tous les niveaux, disponibilité des laboratoires de diagnostic (CPC, CRESAR, CREMER), formation/renforcement en continu des capacités des personnels de santé à la prise en charge des cas, identification des salles d'isolements, capacité à mobiliser les équipes d'intervention rapide","Capacités d'analyses et de capture des rongeurs, developpement des outils de sensibilisation,",Existence de la surveillance fondée sur les événements (SFE/SBC);,,Grave,Très satisfaisant,High,4,1
8,Cameroon,National,2023,4/10/2023,4/14/2023,Animal-human contact (Zoonosis),Biological,Marbug virus disease,"Conséquences immédiates: propagation rapide pouvant entrainer une pandémie, interruption de la circulation des biens et des personnes, contagiosité, décès. Conséquences secondaires: stigmatisation, perturbation des services de santé, destruction du tissu social, pertes socio-économiques avec augmentation de la malnutrition, famine, baisse du taux de fréquentation des hopitaux et aggravation des maladies chroniques pouvant conduire à la mort.",Nationale,"Tout le pays (Adamaoua, Cente, Est, Extrême-nord, Littoral, Nord, Nord-Ouest, Ouest,  Sud, Sud-Ouest)",27744989. La population n'est pas immunisée et la contagiosité élevée,Aléatoire,Non,,,,,,,,,,,,,Très probable,Très elevée,Très forte,"Le Cameroun est un hot spot pour l'émergence des maladies zoonotiques, Non effectivité de CSU, insuffisance de formation des prestataires de soin sur la biosécurité,  insuffisance des fonds pour la gestion des cas, inexperience dans la gestion, absence de laboratoire de niveau P4 pour le diagnostic et isolement du virus,  existence d'une faune sauvage assez grande et diversifiée, la consommation de viande de brousse est un phénomène culturel dans certaines localités du pays, le non respect des couloir de transhumance transfrontalière ",Forte,,"Existence du Programme National de Prévention et de Lutte contre les Zoonoses Emergentes et Réémergentes (PNPLZER), Existence de la Stratégie Nationale ""Une Santé"",  Elaboration d'un plan de gestion des Fièvres Hémorrhagiques, existence d'un cadre juridique favorable, existence du point focal national RSI (2005), existence du plan national multirisque, appui des partenaires techniques et financiers pour la mise en oeuvre des activités","existence des formations sanitaires à tous les niveaux, disponibilité des laboratoires de diagnostic (CPC, CRESAR, CREMER), formation/renforcement en continu des capacités des personnels de santé à la prise en charge des cas, identification des salles d'isolements, capacité à mobiliser les équipes d'intervention rapide","Capacités d'analyses et de capture des rongeurs, developpement des outils de sensibilisation,",Existence de la surveillance fondée sur les événements (SFE/SBC);,,Grave,Très satisfaisant,High,4,1
8,Cameroon,National,2023,4/10/2023,4/14/2023,Geophysical,Geophysical,Volcanic activity,"Conséquences immédiates: Décès massifs par axphyxie, brûlures, traumatisme psychologique; Conséquences secondaires: exacerbation des cas de maladies respiratoires, de cancers (de la peau et du poumon),de maladies neurodégénératives",Sous-National,"Sud-Ouest(Département du fako [Buea, Limbé,Mutengene, Tiko]); 	Nord-Ouest(Département de la Menchum [Nyos]); Ouest(Département du Noun [Kouoptamo])","188000 personnes à Buea; 200000 personnes à Limbé,  113000 personnes à Tiko, 128000 personnes à Wum (Nyos), 5704 personnes à Kouoptamo (Njindoun)",Aléatoire,Non,,,,,,,,,,,,,Peu probable,Moderée,Très forte,"Présence de la dorsale camerounaise; agriculteurs, populations vivant dans le périmètre de propagation du danger, la déforestation accrue, système de santé fragile en raison du contexte sécuritaire; infrastructures de santé insuffisantes dans les localités habitables autour du lac Nyos; Plans ORSEC validés mais non testés",Partielle,,Existence de dispositifs de coordination et de gestion des catastrophes; disponibilité des ressources humaines; facilité de mobilisation des ressources financières pour la riposte ; existence des Programmes spécifiques pour la prévention des risques autour des Lacs Nyos et Monoun,"Existence des hôpitaux régionaux à Buea et Limbé, des hopitaux de districts dans tout le périmètre d'influence du danger ; Existance d'un personnel formé et apte à la gestion ",Existence d'un groupement de spaeurs pompiers à buea; activités de sécuration autour du lac Nyos menées; installation des colones de dégazage et des systèmes d'alerte précoce dans les Lacs Nyos et Monoun; existence d'un dispositif de surveillance de l'activité sismique pour le mont Cameroun,,,Grave,Très satisfaisant,Moderate,3,1
8,Cameroon,National,2023,4/10/2023,4/14/2023,Weather-related,Weather-related,Flood,"Conséquences immédiates: décès massifs par noyade, blessures, morsures, traumatismes psychologique, blessures électriques/électrocution; Conséquences secondaires: maladies d'origine hydrique, maladies à transmission vectorielle, maladies mentales et perturbation prologée du fonctionnement des services de santé",Sous-National,"Zone soudano-sahélienne (Extrême-Nord et Nord), zone forestière à pluviométrie bimodale (Centre), Zone forestière à pluviométrie monomodale (Littoral et Sud-Ouest), la zone des hauts plateaux (Régions de l'Ouest et du Nord-Ouest)","3000000 de personnes à l'Extrême-Nord, 1071720 au Nord, 300000 personnes à Foumban, Foumbot, Kouoptamo, Bangourain, Santchou, Dschang et Bafoussam, 50000 personnes à Bamenda et Ndop, 1300000 personnes à Douala, Yabassi, Edéa, Nkongsamba, 500000 personnes à Buea, Limbé, Tiko, Bakassi, Akwaya, 100000 personnes à Yaoundé au Centre (Yaoundé, Obala etc.)",Pérenne,Oui,2,3,4,3,2,2,3,4,3,2,1,1,Almost sure,High,Forte,"drains des cours d'eau obstrués (déchets solides, bâtis etc), surfaces de plus en plus imperméables (urbanisation, déboisement), canaux d'évacuation des eaux  insuffisants ou sous dimensionnés; forte pluviométrie; l'inégale distribution des quantités de précipitations ; infrastructures sanitaires insuffisantes, surtout dans la zone spetentrionale; Plans ORSEC validés mais non testés",Partial,,Existence de dispositifs de coordination et de gestion des catastrophes; disponibilité des ressources humaines; facilité de mobilisation des ressources financières pour la riposte ; Mise en œuvre du Programme National de Lutte Contre les Inondation (PULCI),"Présence de nombreuses organisation humanitaires dans la zone septentrionale; existence des infrastructures sanitaires et d'un personnel formé dans les zones à risque des Régions du Centre, du Littoral, du Sud-Ouest et de l'Ouest","Existence de structures production et de diffusion de services climatologiques et météoroliques (Bulletins climatiques) pour aider à l'anticipation, notamment l'ONACC, la DMN, l'ONR etc.; ",Existance de systèmes d'alerte précoce à base communautaire dans certaines localités à risque des Régions de l'Extrême-Nord et du Nord;,,Grave,Satisfaisant,Very high,5,1
8,Cameroon,National,2023,4/10/2023,4/14/2023,Geophysical,Geophysical,Landslide,"Conséquences immédiates: Blessures, décès par ensévélissement, traumatismes psychologique; Conséquences secondaires: stress post traumatique",Sous-National,"Région de l'Ouest ( Bafousam, Santchou, Foumban, Kekem,  Bafou, Dschang), Littoral ( Zone forestière à pluviométrie monomodale [Nkongsamba, Douala]), Centre (zone forestière à pluviométrie bimodale [Yaoundé])  ","7000 personnes à Dschang, 4000 personnes à Santchou, 3000 personnes à Foumban, 3300 peronnes à Kekem,  8000 personnes à Nkongsamba, 60000 personnes à Douala, 26000 personnes à Yaoundé",Récurrente,Oui,1,1,1,1,1,1,2,3,4,4,3,2,Très probable,Moderée,Forte,"La topographie abrupte des zones à risque; forte  pluviométrie; non respect des plans d'urbanisation; augmentation de la population urbaine; faible pouvoir d'achat des populations pour s'offir des terrains de construction sur des espaces viables; absence de plan ORSEC dans plusieurs départements (Mfoundi, Wouri), ",Faible,,Existence de dispositifs de coordination et de gestion des catastrophes; disponibilité des ressources humaines; facilité de mobilisation des ressources financières pour la riposte ,Existence d'infrastructures sanitaires et disponibilité du personnel de santé; ,Existence d'une cartographie des zones à risque de glissement de terrain à l'INC; ,/,,Grave,Satisfaisant,High,4,1
8,Cameroon,National,2023,4/10/2023,4/14/2023,Animal-human contact (Zoonosis),Biological,Anthrax,"Conséquences immédiates: escarres, engine; conséquences secondaires: ascites, augmenattion de l'utilisation des hopitaux",Sous-National,"Régions de l'Extrême-Nord, du Nord (Pitoa, Gashiga, Mayo Rey), de l'Ouest (Kafeng à Bangangté), du Nord-Ouest","5000000 à l'Extrême-Nord, 160000 personnes à Gashiga et 170000 personnes à Pitoa, 120000 personnes à Bangangté ",Fréquente,Non,,,,,,,,,,,,,Probable,Elevée,Faible,Présence prolongée des spores dans l'environnement (champs maudits);  contact des acteurs agropastoraux-environnement contaminé; Plans ORSEC validés mais non testés,Partielle,,Existence d'un Programme national de prévention et de lutte contre les zoonoses émergentes et re-émregentes; Existence d'un Plan Opérationnel de Lutte contre l’Anthrax au Cameroun; ,Un vaccin pour les animaux et un traitement efficace pour les humains sont disponibles; ,,Existence de savoirs traditionnels sur la localisation des zones à risque (champs maudits),,Modéré,Très satisfaisant,Moderate,3,1
8,Cameroon,National,2023,4/10/2023,4/14/2023,Weather-related,Weather-related,Drought,"Les Conséquences de la sècheresse peuvent être graves et difficiles dans certaines régions, surtout dans la zone soudano-sahélienne. 
Les principaux problèmes de santé sont :
COURT TERME : Insécurité alimentaire (malnutrition) ; Le Manque d’eau potable qui entraine la survenue de plusieurs maladies à potentiel épidémiques telles le choléra, les maladies du péri-fécal (dysenterie amibienne, les salmonelloses, les shigellas…etc.) ; La chaleur entraine la méningite ; Certaines maladies infectieuses transmises par les moustiques (paludisme) et les blessures. 
LONG TERME : Les déplacements internes et immigrations ; Les problèmes mentaux des personnes affectées par la maladie (Dépression, anxiété, le stress post-traumatique).

",Sous-National,Extreme-Nord et Nord et l'Adamaoua, Environ 2 millions de personnes dans la zone soudano-sahelienne sont exposés; particulierement les populations de la région de l'Extreme-Nord. Tous les groupes de personnes (sans distinction d'ages et de sexes) sont concernées. Les cultivateurs et les eleveurs sont les populations cibles les plus exposées.,Pérenne,Oui,2,3,4,4,3,2,1,1,1,1,1,1,Très probable,Faible,Faible,"Déforestation accrue, Absence de plan national de lutte contre l'insuffisance alimentaire; absence de stock de sécurité alimentaires pour les populations; enclavement des populations à risques; absence de couverture santé ; ressources limitées; insuffisance de spécialistes qualifiés de santé et de personnels de santé; insuffisance de fonds alloués pour la gestion des personnes exposées. Des failles sont observées dans l'application  de certains textes reglèmentaires existants. Conflits des terres avec les communautés.",Partielle,,"Existence du MINAT Existence du: Decret No 2019-166 du 02 avril 2019 portant reorganisation du comité inter-regional de lutte contre la secheresse au Nord, Loi No 96/12 du 05 aout 1996 sur la Gestion de l'environnement,  Programme No 002 sur le Changement Climatique Desertification et Secheresse, Projet SAHEL-Vert, Comité National de Lutte contre la Sécheresse et la Désertification (CNLSD), Observatoire National pour les Changements Climatiques (ONACC). ","Existence des hopitaux regionaux et autres centres de santé; existence des ONG oeuvrant dans le cadre de l'Humanitaire (OMS, UNHCR, FAO, existence de Centres de Coordination des Urgences de Santé Publique (CCOUSP) et de Santé Animale (CCOUSA).","Existence de: Projet d'Appui au Developpement des Filières Agricoles (PADFAII), Projet de la filière ANACARDE (noix de Cajou). Existence des projects dans les domaines de l'agriculture et de l'élevage.",Existence de Groupes d'Initiative Commune (GIC) et des Coopératives Agropastorales. Loi sur les associations et les interprofessions.,,Mineur,Satisfaisant,Moderate,3,1
8,Cameroon,National,2023,4/10/2023,4/14/2023,Technological,Technological,Radiations,"Les conséquences à court terme :Les décès ; Brulures radiologiques des personnes affectées ;  Contamination environnementale du sol qui sont source d’intoxication alimentaires ; Pollution environnementale ;

Long terme sur la santé sont :Les syndromes d’irradiation aigue ; Maladies (cardiovasculaires, Pulmonaires, dermatologiques, cérébrales, Gastro-intestinale ; Hématopoïétique grave) ; Effets génétiques ou héréditaires (infertilité, mutations génétiques, Cancers radio induits.   

",Sous-National,Littoral; Centre; Sud-Ouest; Nord-Ouest; Ouest. ," On denombre environ 11 millions de la population camerounaise exposée aux risques radiologiques; repartie dans les regions Littoral (environ 4 millions plus précisement les travailleurs, et les population vivant dans les périphériques des industries, du PAD, ainsi que celles situées sur les voies de transit de ces radiations); Centre: environ 3 millions; Sud-Ouest: environ 1 million; Nord-Ouest: environ 2 millions; Sud-Ouest: environ 2 millions. Les populations les plus exposées sont les travailleurs sous rayonnements ionisants, les populations vivant autour de ces  sources dangereuses et enfin toute personne succeptible de se trouver dans les périphériques des sources dangereuses lors de leurs déplacements d'un point à un autre du terroire national.",Pérenne,Non,,,,,,,,,,,,,Peu probable,Moderée,Faible,Absence d'un Comité National de gestion des risques liés aux accidents radiologiques ; Absence d'un Plan d'Intervention sanitaire en cas d'incidents radiologiques ou nucleaires; Inexistence d'un Centre National de Gestion des incidents et des accidents radiologiques; Manque de culture de sureté et de sécurité des populations exposées ; insuffisance des fonds alloués pour la gestion des situations d'urgence radioloqigues des personnes sinistrées. Insuffisance d'experts qualifiés en radioprotection dans certaines structures sanitaires; Manque des campagnes de sensibilisation des populations sur les dangers liés à la manipulation des agents chimiques; Des failles sont observées dans l'application  de certains textes reglèmentaires existants.,Faible,,"LOI: Loi No 2019/012 du 19 juillet 2019 portant cadre général de sûreté radiologique et nucléaire, de sécurité nucléaire, de responsabilité civile et de l’application des garanties ; Existence de l'Agence Nationale de Radioprotection ANRP crée par Décret N° 2002/250 du 31 Octobre 2002;  
Existence de la Loi No 96/12 du 05 1996 portant cadre relative à la Gestion de l'Environnement;                                            Existence des ARRETES DU MINSANTE: 
ARRETES N°1151, N°1152/MINSANTE DU 11 Juin 2013, fixant les modalités du suivi médical et dosimétrique des travailleurs, des patients et populations exposés aux rayonnements ionisants. Existence du Decret No 98/31 du 09 mars 1998 portant organisation des Plans d'Urgence et de Secours en cas de Catastrophes ou RISQUES Majeurs.  La Direction de la Protection Civile (ONR de la DPC crée par ARRETE No 037/PM du 19 mars 2003. Existence des Organisations Internationales (AIEA, OMS, FNRBA...etc).","Existence des Centres de Coordination des Urgences de Santé Publique (CCOUSP) au niveau national et infra-national;  existence du Plan National Multi-risques de Preparation et de Reponse aux Urgences de Santé Publique; Existence des Hopitaux Regionaux et autres centres de santé agrées; Existence des Plans d'Urgence radiologiques développés pour les hopitaux manipulant les matières radioactives. Presence des Organisations Internationales (OMS, Croix-rouge). Existence des Personnes Compétentes en Radioprotection (PCR) dans certains Hopitaux et structures sanitaires.","Existence de l'ANRP qui est l'EXPERT National  en matière de radioprotection lors des accdients radiologiques et nucléaires (Inspections et controles dans toutes les structures medicales et Industrielles manipulatant les matières radioactives); Le Corps National des Sapeurs Pompiers; Les agents de la sécurité Nationale (Gendarmerie, Police, militaire). ; Partenaires ADC; PAD et PAK. Existence des QHSE et HSE dans certains secteurs d'activités. Conduite des exercices de simulation des cas d'accidents radiologiques et nucléaires. Application des mesures de surete et de securité radiologiques et nucléaires  pendant les événements Grands Publics qui exposent un Grand nombre de personnes (CAN; CHAN)",Formations (Sensibilisation; recyclage) regulières des travailleurs et PCR dans les secteurs industriels et medicaux sous rayonnements ionsants qui accroit la culture de sureté.,,Modéré,Satisfaisant,Low,2,1
